id,nombre,total,nacidos_en_espana,en_la_misma_comunidad_autonoma,misma_comunidad_autonoma_misma_provincia,misma_comunidad_autonoma_misma_provincia_mismo_municipio,misma_comunidad_autonoma_misma_provincia_distinto_municipio,misma_comunidad_autonoma_distinta_provincia,en_distinta_comunidad_autonoma,nacidos_en_el_extranjero
08200,Sant Boi de Llobregat,82904,73026,52633,51801,19444,32357,832,20393,9878
08201,Sant Boi de Lluçanès,532,489,444,425,140,285,19,45,43
08203,Sant Cebrià de Vallalta,3344,2982,2516,2453,630,1823,63,466,362
08202,Sant Celoni,17754,15187,12512,11703,5583,6120,809,2675,2567
08204,Sant Climent de Llobregat,4107,3923,3357,3313,1262,2051,44,566,184
08205,Sant Cugat del Vallès,90664,75228,64265,61457,13906,47551,2808,10963,15436
08206,Sant Cugat Sesgarrigues,989,906,785,765,308,457,20,121,83
08207,Sant Esteve de Palautordera,2749,2495,2333,2250,704,1546,83,162,254
08208,Sant Esteve Sesrovires,7800,7121,5694,5579,1301,4278,115,1427,679
08210,Sant Feliu de Codines,6184,5351,4724,4620,1823,2797,104,627,833
08211,Sant Feliu de Llobregat,44474,39667,29185,28504,10599,17905,681,10482,4807
08212,Sant Feliu Sasserra,600,571,543,535,278,257,8,28,29
08209,Sant Fost de Campsentelles,8722,8190,6278,6149,1038,5111,129,1912,532
08213,Sant Fruitós de Bages,8593,7985,6850,6647,2194,4453,203,1135,608
08215,Sant Hipòlit de Voltregà,3475,3123,2780,2685,1045,1640,95,343,352
08193,Sant Iscle de Vallalta,1313,1194,1069,1047,338,709,22,125,119
08216,Sant Jaume de Frontanyà,30,28,27,23,7,16,4,1,2
08218,Sant Joan de Vilatorrada,10820,9866,7904,7645,3500,4145,259,1962,954
08217,Sant Joan Despí,34084,30087,22037,21479,5775,15704,558,8050,3997
08903,Sant Julià de Cerdanyola,244,240,228,223,67,156,5,12,4
08220,Sant Julià de Vilatorta,3096,2950,2808,2714,769,1945,94,142,146
08221,Sant Just Desvern,17494,15029,12413,11804,2967,8837,609,2616,2465
08222,Sant Llorenç d'Hortons,2598,2403,2099,2042,622,1420,57,304,195
08223,Sant Llorenç Savall,2371,2191,1865,1821,682,1139,44,326,180
08225,Sant Martí d'Albars,113,112,111,107,24,83,4,1,1
08224,Sant Martí de Centelles,1131,986,834,813,202,611,21,152,145
08226,Sant Martí de Tous,1206,1168,1073,1024,412,612,49,95,38
08227,Sant Martí Sarroca,3231,2934,2631,2553,1089,1464,78,303,297
08228,Sant Martí Sesgueioles,344,337,311,293,138,155,18,26,7
08229,Sant Mateu de Bages,600,580,549,504,254,250,45,31,20
08231,Sant Pere de Ribes,30658,24876,19648,19000,5801,13199,648,5228,5782
08232,Sant Pere de Riudebitlles,2338,2210,1938,1902,928,974,36,272,128
08233,Sant Pere de Torelló,2419,2188,2015,1901,775,1126,114,173,231
08234,Sant Pere de Vilamajor,4371,4073,3473,3407,743,2664,66,600,298
08189,Sant Pere Sallavinera,155,152,143,124,66,58,19,9,3
08235,Sant Pol de Mar,5178,4454,3955,3810,1572,2238,145,499,724
08236,Sant Quintí de Mediona,2179,1902,1677,1645,690,955,32,225,277
08237,Sant Quirze de Besora,2107,1912,1711,1550,556,994,161,201,195
08238,Sant Quirze del Vallès,19939,18497,15830,15344,3427,11917,486,2667,1442
08239,Sant Quirze Safaja,637,594,546,534,103,431,12,48,43
08240,Sant Sadurní d'Anoia,12866,11562,9666,9337,4859,4478,329,1896,1304
08241,Sant Sadurní d'Osormort,79,77,71,67,10,57,4,6,2
08098,Sant Salvador de Guardiola,3168,2950,2441,2368,584,1784,73,509,218
08262,Sant Vicenç de Castellet,9274,8138,6539,6368,3167,3201,171,1599,1136
08264,Sant Vicenç de Montalt,6372,5477,4733,4589,921,3668,144,744,895
08265,Sant Vicenç de Torelló,2014,1902,1749,1660,542,1118,89,153,112
08263,Sant Vicenç dels Horts,27901,25231,19125,18833,6503,12330,292,6106,2670
08243,Santa Cecília de Voltregà,187,184,182,179,45,134,3,2,3
08244,Santa Coloma de Cervelló,8179,7699,6534,6403,1896,4507,131,1165,480
08245,Santa Coloma de Gramenet,118821,89073,59403,58637,28397,30240,766,29670,29748
08246,Santa Eugènia de Berga,2226,1939,1802,1749,423,1326,53,137,287
08247,Santa Eulàlia de Riuprimer,1309,1240,1151,1109,295,814,42,89,69
08248,Santa Eulàlia de Ronçana,7192,6732,5684,5566,1565,4001,118,1048,460
08249,Santa Fe del Penedès,379,342,319,308,124,184,11,23,37
08250,Santa Margarida de Montbui,9874,8786,6399,6150,1238,4912,249,2387,1088
08251,Santa Margarida i els Monjos,7503,6369,5139,4878,2015,2863,261,1230,1134
08253,Santa Maria de Besora,143,139,132,114,42,72,18,7,4
08256,Santa Maria de Martorelles,882,848,727,714,166,548,13,121,34
08255,Santa Maria de Merlès,183,179,174,168,58,110,6,5,4
08257,Santa Maria de Miralles,128,118,106,102,28,74,4,12,10
08259,Santa Maria de Palautordera,9325,8270,6958,6668,2272,4396,290,1312,1055
08258,Santa Maria d'Oló,1024,965,907,887,569,318,20,58,59
08260,Santa Perpètua de Mogoda,25705,22725,17525,17247,5050,12197,278,5200,2980
08261,Santa Susanna,3381,2876,2353,2227,546,1681,126,523,505
08192,Santpedor,7532,7111,6283,6068,2579,3489,215,828,421
08267,Sentmenat,8957,8293,6794,6628,2082,4546,166,1499,664
08269,Seva,3472,3255,2984,2904,757,2147,80,271,217
08270,Sitges,28969,21002,16849,16148,6121,10027,701,4153,7967
08271,Sobremunt,79,78,77,75,24,51,2,1,1
08272,Sora,205,195,184,176,50,126,8,11,10
08273,Subirats,3025,2840,2568,2509,1095,1414,59,272,185
08274,Súria,5895,5431,4402,4276,3156,1120,126,1029,464
08276,Tagamanent,333,294,252,248,46,202,4,42,39
08277,Talamanca,202,195,168,167,19,148,1,27,7
08278,Taradell,6412,5830,5437,5277,1887,3390,160,393,582
08275,Tavèrnoles,320,304,291,281,58,223,10,13,16
08280,Tavertet,111,100,91,89,23,66,2,9,11
08281,Teià,6312,5695,4871,4727,1311,3416,144,824,617
08279,Terrassa,218535,185074,146235,142686,108565,34121,3549,38839,33461
08282,Tiana,8709,8168,7184,7017,1747,5270,167,984,541
08283,Tona,8131,7315,6450,6272,2443,3829,178,865,816
08284,Tordera,16937,15060,12228,10626,4653,5973,1602,2832,1877
08285,Torelló,14172,12310,10556,10062,4405,5657,494,1754,1862
08286,"Torre de Claramunt, La",3716,3525,2777,2706,456,2250,71,748,191
08287,Torrelavit,1430,1322,1202,1177,478,699,25,120,108
08288,Torrelles de Foix,2281,1951,1552,1492,399,1093,60,399,330
08289,Torrelles de Llobregat,5945,5513,4797,4688,1311,3377,109,716,432
08290,Ullastrell,2069,1987,1838,1783,485,1298,55,149,82
08291,Vacarisses,6486,6083,5212,5137,917,4220,75,871,403
08292,Vallbona d'Anoia,1399,1257,1032,1015,347,668,17,225,142
08293,Vallcebre,246,242,228,222,103,119,6,14,4
08294,Vallgorguina,2854,2584,2304,2240,536,1704,64,280,270
08295,Vallirana,14877,13565,10672,10473,2965,7508,199,2893,1312
08296,Vallromanes,2530,2304,2060,2017,457,1560,43,244,226
08297,Veciana,170,162,149,139,55,84,10,13,8
08298,Vic,45040,32318,28342,27074,19530,7544,1268,3976,12722
08299,Vilada,430,422,396,377,193,184,19,26,8
08301,Viladecans,66168,59311,43306,42533,16681,25852,773,16005,6857
08300,Viladecavalls,7480,7139,5876,5740,816,4924,136,1263,341
08305,Vilafranca del Penedès,40055,32807,27017,25772,15723,10049,1245,5790,7248
08306,Vilalba Sasserra,688,630,559,533,140,393,26,71,58
08303,Vilanova de Sau,308,297,285,272,85,187,13,12,11
08302,Vilanova del Camí,12361,11370,8421,8157,1877,6280,264,2949,991
08902,Vilanova del Vallès,5339,5027,4351,4273,1068,3205,78,676,312
08307,Vilanova i la Geltrú,66274,56816,44148,41949,26596,15353,2199,12668,9458
08214,Vilassar de Dalt,9013,8326,7081,6931,2700,4231,150,1245,687
08219,Vilassar de Mar,20764,18635,15757,15306,4710,10596,451,2878,2129
08304,Vilobí del Penedès,1106,1016,951,916,369,547,35,65,90
08308,Viver i Serrateix,164,162,158,148,91,57,10,4,2
43001,Aiguamúrcia,893,809,688,431,231,200,257,121,84
43002,Albinyana,2371,2171,1704,858,440,418,846,467,200
43003,"Albiol, L'",464,431,355,300,20,280,55,76,33
43004,Alcanar,9402,7532,6555,5877,3957,1920,678,977,1870
43005,Alcover,5108,4481,3639,3316,1866,1450,323,842,627
43904,"Aldea, L'",4137,3363,3103,2925,566,2359,178,260,774
43006,Aldover,838,762,702,646,285,361,56,60,76
43007,"Aleixar, L'",864,762,681,636,239,397,45,81,102
43008,Alfara de Carles,368,343,312,294,94,200,18,31,25
43009,Alforja,1788,1630,1385,1232,467,765,153,245,158
43010,Alió,426,399,359,307,96,211,52,40,27
43011,Almoster,1342,1270,1130,1038,200,838,92,140,72
43012,Altafulla,5120,4422,3540,2094,937,1157,1446,882,698
43013,"Ametlla de Mar, L'",6801,5236,4470,3432,2512,920,1038,766,1565
43906,"Ampolla, L'",3280,2417,2082,1608,795,813,474,335,863
43014,Amposta,20606,17075,15390,14349,10195,4154,1041,1685,3531
43016,"Arboç, L'",5505,4322,3257,2149,1542,607,1108,1065,1183
43015,Arbolí,116,108,101,75,12,63,26,7,8
43017,"Argentera, L'",129,122,108,88,33,55,20,14,7
43018,Arnes,466,443,395,315,235,80,80,48,23
43019,Ascó,1674,1527,1318,1154,851,303,164,209,147
43020,Banyeres del Penedès,3128,2810,2145,1094,612,482,1051,665,318
43021,Barberà de la Conca,476,413,353,249,157,92,104,60,63
43022,Batea,1898,1701,1574,1503,1275,228,71,127,197
43023,Bellmunt del Priorat,300,259,230,187,120,67,43,29,41
43024,Bellvei,2190,1953,1575,837,456,381,738,378,237
43025,Benifallet,714,649,621,573,328,245,48,28,65
43026,Benissanet,1142,901,850,753,424,329,97,51,241
43027,"Bisbal de Falset, La",219,200,184,159,122,37,25,16,19
43028,"Bisbal del Penedès, La",3464,3195,2483,1124,762,362,1359,712,269
43029,Blancafort,379,355,339,249,187,62,90,16,24
43030,Bonastre,687,588,503,246,163,83,257,85,99
43031,"Borges del Camp, Les",2080,1834,1591,1429,510,919,162,243,246
43032,Bot,601,555,529,494,356,138,35,26,46
43033,Botarell,1070,954,829,691,272,419,138,125,116
43034,Bràfim,673,587,517,435,184,251,82,70,86
43035,Cabacés,305,283,267,232,174,58,35,16,22
43036,Cabra del Camp,1141,1007,812,464,235,229,348,195,134
43037,Calafell,25444,19992,15033,5308,3988,1320,9725,4959,5452
43903,Camarles,3278,2801,2680,2505,767,1738,175,121,477
43038,Cambrils,33362,26285,19347,15260,8463,6797,4087,6938,7077
43907,"Canonja, La",5842,5393,4046,3775,264,3511,271,1347,449
43039,Capafonts,96,96,88,73,23,50,15,8,0
43040,Capçanes,398,368,357,311,219,92,46,11,30
43041,Caseres,235,228,202,180,125,55,22,26,7
43042,Castellvell del Camp,2868,2717,2368,2136,259,1877,232,349,151
43043,"Catllar, El",4344,3901,3113,2685,559,2126,428,788,443
43045,Colldejou,170,157,147,133,42,91,14,10,13
43046,Conesa,103,99,95,55,41,14,40,4,4
43047,Constantí,6516,5207,3906,3558,1065,2493,348,1301,1309
43048,Corbera d'Ebre,1023,888,857,809,657,152,48,31,135
43049,Cornudella de Montsant,964,851,743,582,257,325,161,108,113
43050,Creixell,3526,2984,2205,835,417,418,1370,779,542
43051,Cunit,12326,10226,7199,1612,1262,350,5587,3027,2100
43901,Deltebre,11505,10391,9849,9313,1926,7387,536,542,1114
43053,Duesaigües,237,206,184,144,49,95,40,22,31
43054,"Espluga de Francolí, L'",3742,3302,2859,2401,1748,653,458,443,440
43055,Falset,2807,2368,2142,1926,1417,509,216,226,439
43056,"Fatarella, La",965,927,903,878,689,189,25,24,38
43057,"Febró, La",42,39,36,32,7,25,4,3,3
43058,"Figuera, La",104,95,88,61,28,33,27,7,9
43059,Figuerola del Camp,315,297,278,217,142,75,61,19,18
43060,Flix,3491,3089,2658,2355,1790,565,303,431,402
43061,Forès,42,41,38,26,12,14,12,3,1
43062,Freginals,369,299,271,241,139,102,30,28,70
43063,"Galera, La",719,611,547,499,335,164,48,64,108
43064,Gandesa,3009,2419,2225,2048,1250,798,177,194,590
43065,Garcia,525,438,394,346,252,94,48,44,87
43066,"Garidells, Els",201,193,161,133,53,80,28,32,8
43067,Ginestar,762,615,587,543,358,185,44,28,147
43068,Godall,591,548,510,467,311,156,43,38,43
43069,Gratallops,226,189,162,118,63,55,44,27,37
43070,"Guiamets, Els",270,261,250,224,137,87,26,11,9
43071,Horta de Sant Joan,1146,1032,957,859,578,281,98,75,114
43072,"Lloar, El",118,111,108,93,55,38,15,3,7
43073,Llorac,100,88,83,33,24,9,50,5,12
43074,Llorenç del Penedès,2327,2181,1833,1188,814,374,645,348,146
43076,Marçà,599,528,495,412,249,163,83,33,71
43075,Margalef,94,83,77,60,40,20,17,6,11
43077,Mas de Barberans,577,517,494,470,335,135,24,23,60
43078,Masdenverge,1066,965,866,791,369,422,75,99,101
43079,Masllorenç,498,427,383,269,196,73,114,44,71
43080,"Masó, La",276,268,249,231,116,115,18,19,8
43081,Maspujols,799,768,697,642,177,465,55,71,31
43082,"Masroig, El",498,415,393,331,219,112,62,22,83
43083,"Milà, El",183,177,150,130,50,80,20,27,6
43084,Miravet,706,615,579,481,297,184,98,36,91
43085,"Molar, El",281,249,230,190,140,50,40,19,32
43086,Montblanc,7384,6361,5447,4429,3021,1408,1018,914,1023
43088,Montbrió del Camp,2828,2519,2239,1924,817,1107,315,280,309
43089,Montferri,383,351,283,143,79,64,140,68,32
43090,"Montmell, El",1437,1320,988,269,139,130,719,332,117
43091,Mont,167,141,114,87,12,75,27,27,26
43092,Mont,11809,8455,6094,4452,1530,2922,1642,2361,3354
43093,Móra d'Ebre,5642,4677,3998,3475,2273,1202,523,679,965
43094,Móra la Nova,3071,2527,2134,1849,1138,711,285,393,544
43095,"Morell, El",3649,3171,2596,2333,1051,1282,263,575,478
43096,"Morera de Montsant, La",157,111,106,74,24,50,32,5,46
43097,"Nou de Gaià, La",570,511,447,352,187,165,95,64,59
43098,Nulles,477,438,401,319,101,218,82,37,39
43100,"Pallaresos, Els",4739,4521,3697,3351,473,2878,346,824,218
43099,"Palma d'Ebre, La",353,318,308,248,199,49,60,10,35
43101,Passanant i Belltall,150,139,137,89,72,17,48,2,11
43102,Paüls,561,535,520,497,306,191,23,15,26
43103,Perafort,1265,1156,987,886,261,625,101,169,109
43104,"Perelló, El",2863,2107,1994,1848,1385,463,146,113,756
43105,"Piles, Les",210,194,185,100,76,24,85,9,16
43106,"Pinell de Brai, El",998,925,885,827,572,255,58,40,73
43107,Pira,503,477,420,322,188,134,98,57,26
43108,"Pla de Santa Maria, El",2305,2132,1827,1418,881,537,409,305,173
43109,"Pobla de Mafumet, La",3893,3458,2821,2488,698,1790,333,637,435
43110,"Pobla de Massaluca, La",328,294,269,235,201,34,34,25,34
43111,"Pobla de Montornès, La",2828,2490,1958,1027,478,549,931,532,338
43112,Poboleda,335,295,270,210,148,62,60,25,40
43113,"Pont d'Armentera, El",512,458,390,301,179,122,89,68,54
43141,Pontils,114,108,89,40,20,20,49,19,6
43114,Porrera,441,411,370,306,183,123,64,41,30
43115,Pradell de la Teixeta,159,150,142,132,68,64,10,8,9
43116,Prades,589,525,478,378,178,200,100,47,64
43117,Prat de Comte,179,165,158,142,104,38,16,7,14
43118,Pratdip,709,481,432,345,167,178,87,49,228
43119,Puigpelat,1151,1059,886,743,140,603,143,173,92
43120,Querol,521,478,353,72,51,21,281,125,43
43121,Rasquera,787,684,657,616,430,186,41,27,103
43122,Renau,153,140,117,97,5,92,20,23,13
43123,Reus,103477,86302,67118,59771,49271,10500,7347,19184,17175
43124,"Riba, La",576,539,444,406,243,163,38,95,37
43125,Riba,1112,1015,827,686,505,181,141,188,97
43126,"Riera de Gaià, La",1701,1526,1313,1053,502,551,260,213,175
43127,Riudecanyes,1131,946,861,729,335,394,132,85,185
43128,Riudecols,1186,1065,920,858,263,595,62,145,121
43129,Riudoms,6565,5749,4981,4557,2039,2518,424,768,816
43130,Rocafort de Queralt,260,235,227,158,108,50,69,8,25
43131,Roda de Berà,6461,5527,4026,1798,1187,611,2228,1501,934
43132,Rodonyà,480,424,374,245,171,74,129,50,56
43133,Roquetes,7961,6690,6020,5684,1881,3803,336,670,1271
43134,"Rourell, El",384,337,301,267,86,181,34,36,47
43135,Salomó,564,437,393,309,212,97,84,44,127
43905,Salou,26775,16796,11079,8761,3149,5612,2318,5717,9979
43136,Sant Carles de la Ràpita,14611,12195,10700,9354,7459,1895,1346,1495,2416
43137,Sant Jaume dels Domenys,2551,2355,1953,994,666,328,959,402,196
43902,Sant Jaume d'Enveja,3481,3236,3081,2883,1205,1678,198,155,245
43138,Santa Bàrbara,3777,3201,2889,2626,1396,1230,263,312,576
43139,Santa Coloma de Queralt,2697,2434,2260,1532,1312,220,728,174,263
43140,Santa Oliva,3328,2983,2269,1204,552,652,1065,714,345
43142,Sarral,1544,1309,1148,947,672,275,201,161,235
43143,Savallà del Comtat,60,55,44,21,18,3,23,11,5
43144,"Secuita, La",1697,1522,1300,1134,366,768,166,222,175
43145,"Selva del Camp, La",5632,5222,4552,4048,1958,2090,504,670,410
43146,Senan,47,47,42,22,15,7,20,5,0
43044,"Sénia, La",5644,4774,3509,3188,1927,1261,321,1265,870
43147,Solivella,619,583,555,465,380,85,90,28,36
43148,Tarragona,132299,107696,78937,68940,58866,10074,9997,28759,24603
43149,Tivenys,882,757,733,696,331,365,37,24,125
43150,Tivissa,1639,1444,1376,1241,1008,233,135,68,195
43151,"Torre de Fontaubella, La",137,129,118,109,27,82,9,11,8
43152,"Torre de l'Espanyol, La",628,500,477,391,305,86,86,23,128
43153,Torredembarra,15992,12783,9711,5786,3612,2174,3925,3072,3209
43154,Torroja del Priorat,148,134,125,80,45,35,45,9,14
43155,Tortosa,33510,26998,23712,22168,19973,2195,1544,3286,6512
43156,Ulldecona,6240,4791,3999,3632,3018,614,367,792,1449
43157,Ulldemolins,402,380,362,305,146,159,57,18,22
43158,Vallclara,98,95,88,58,28,30,30,7,3
43159,Vallfogona de Riucorb,85,76,69,30,23,7,39,7,9
43160,Vallmoll,1738,1561,1260,1099,364,735,161,301,177
43161,Valls,24156,20513,16618,14359,8632,5727,2259,3895,3643
43162,Vandellòs i l'Hospitalet de l'Infant,6386,5293,3981,3106,1556,1550,875,1312,1093
43163,"Vendrell, El",37153,30673,23266,12199,9016,3183,11067,7407,6480
43164,Vespella de Gaià,410,357,275,116,40,76,159,82,53
43165,Vilabella,746,664,593,529,355,174,64,71,82
43175,Vilalba dels Arcs,635,617,594,543,366,177,51,23,18
43166,Vilallonga del Camp,2339,2078,1774,1555,682,873,219,304,261
43168,Vilanova de Prades,117,106,101,73,46,27,28,5,11
43167,Vilanova d'Escornalbou,549,475,447,375,184,191,72,28,74
43169,Vilaplana,579,513,479,438,176,262,41,34,66
43170,Vila,1253,1054,959,738,328,410,221,95,199
43171,Vila,22107,18258,12770,11154,4338,6816,1616,5488,3849
43172,Vilaverd,456,416,364,298,150,148,66,52,40
43173,"Vilella Alta, La",132,121,112,96,62,34,16,9,11
43174,"Vilella Baixa, La",202,176,162,111,44,67,51,14,26
43176,Vimbodí i Poblet,917,856,773,568,378,190,205,83,61
43177,Vinebre,432,348,311,258,166,92,53,37,84
43178,Vinyols i els Arcs,1974,1681,1402,1194,418,776,208,279,293
43052,Xerta,1170,1077,994,867,548,319,127,83,93
25001,Abella de la Conca,181,161,154,105,57,48,49,7,20
25002,Àger,611,530,483,369,217,152,114,47,81
25003,Agramunt,5393,4480,3980,3500,2186,1314,480,500,913
25038,Aitona,2545,1828,1616,1511,795,716,105,212,717
25004,"Alamús, Els",796,672,603,577,271,306,26,69,124
25005,Alàs i Cerc,342,310,274,238,86,152,36,36,32
25006,"Albagés, L'",375,367,327,283,189,94,44,40,8
25007,Albatàrrec,2335,1776,1576,1466,314,1152,110,200,559
25008,Albesa,1576,1323,1273,1232,755,477,41,50,253
25009,"Albi, L'",762,709,661,521,399,122,140,48,53
25010,Alcanó,232,229,222,213,79,134,9,7,3
25011,Alcarràs,9422,6782,5973,5590,3109,2481,383,809,2640
25012,Alcoletge,3419,2933,2562,2333,789,1544,229,371,486
25013,Alfarràs,2822,2491,1912,1766,1054,712,146,579,331
25014,Alfés,313,284,273,255,129,126,18,11,29
25015,Algerri,399,380,354,318,218,100,36,26,19
25016,Alguaire,2937,2497,2178,2054,1255,799,124,319,440
25017,Alins,290,265,256,207,146,61,49,9,25
25019,Almacelles,6789,5477,4519,4212,2277,1935,307,958,1312
25020,Almatret,314,285,265,250,185,65,15,20,29
25021,Almenar,3453,3010,2609,2481,1603,878,128,401,443
25022,Alòs de Balaguer,131,120,106,63,43,20,43,14,11
25023,Alpicat,6230,5733,5030,4509,966,3543,521,703,497
25024,Alt Àneu,406,385,367,259,147,112,108,18,21
25027,Anglesola,1328,1173,1118,976,627,349,142,55,155
25029,Arbeca,2162,1881,1808,1591,1069,522,217,73,281
25031,Arres,63,56,53,27,10,17,26,3,7
25032,Arsèguel,85,83,74,40,17,23,34,9,2
25033,Artesa de Lleida,1538,1347,1232,1145,575,570,87,115,191
25034,Artesa de Segre,3447,2702,2547,2266,1607,659,281,155,745
25036,Aspa,217,208,194,184,109,75,10,14,9
25037,"Avellanes i Santa Linya, Les",455,417,387,333,212,121,54,30,38
25039,Baix Pallars,330,297,272,192,114,78,80,25,33
25040,Balaguer,16841,13080,11207,10290,6105,4185,917,1873,3761
25041,Barbens,939,661,612,557,340,217,55,49,278
25042,"Baronia de Rialb, La",231,219,206,182,108,74,24,13,12
25044,Bassella,231,203,198,173,105,68,25,5,28
25045,Bausen,64,56,47,31,23,8,16,9,8
25046,Belianes,525,475,465,412,320,92,53,10,50
25170,Bellaguarda,301,290,275,235,138,97,40,15,11
25047,Bellcaire d'Urgell,1252,1154,1062,967,624,343,95,92,98
25048,Bell,2289,1992,1801,1666,995,671,135,191,297
25049,Bellmunt d'Urgell,193,186,174,146,100,46,28,12,7
25050,Bellpuig,5060,3945,3567,3150,2020,1130,417,378,1115
25051,Bellver de Cerdanya,1979,1782,1556,843,492,351,713,226,197
25052,Bellvís,2266,1885,1800,1687,1165,522,113,85,381
25053,Benavent de Segrià,1468,1324,1201,1119,330,789,82,123,144
25055,Biosca,181,174,159,135,89,46,24,15,7
25057,"Bòrdes, Es",266,243,202,137,60,77,65,41,23
25058,"Borges Blanques, Les",6002,5223,4730,4010,2694,1316,720,493,779
25059,Bossòst,1110,905,652,547,292,255,105,253,205
25056,Bovera,257,241,234,212,169,43,22,7,16
25060,Cabanabona,76,73,67,52,28,24,15,6,3
25061,Cabó,97,85,81,70,34,36,11,4,12
25062,Camarasa,842,800,736,607,381,226,129,64,42
25063,Canejan,84,75,71,59,38,21,12,4,9
25904,Castell de Mur,165,160,152,104,49,55,48,8,5
25064,Castellar de la Ribera,137,135,132,111,78,33,21,3,2
25067,Castelldans,931,796,726,664,416,248,62,70,135
25068,Castellnou de Seana,687,627,598,526,341,185,72,29,60
25069,Castelló de Farfanya,538,496,470,399,216,183,71,26,42
25070,Castellserà,1000,939,864,760,527,233,104,75,61
25071,Cava,46,45,41,23,13,10,18,4,1
25072,Cervera,9066,7193,6283,4891,3048,1843,1392,910,1873
25073,Cervià de les Garrigues,648,616,569,419,312,107,150,47,32
25074,Ciutadilla,206,199,189,140,93,47,49,10,7
25075,Clariana de Cardener,147,145,136,89,57,32,47,9,2
25076,"Cogul, El",161,151,140,133,71,62,7,11,10
25077,Coll de Nargó,549,478,449,364,206,158,85,29,71
25163,"Coma i la Pedra, La",265,254,235,114,90,24,121,19,11
25161,Conca de Dalt,428,397,371,256,182,74,115,26,31
25078,Corbins,1431,1243,1152,1084,638,446,68,91,188
25079,Cubells,358,313,293,241,152,89,52,20,45
25081,"Espluga Calba, L'",357,331,310,243,156,87,67,21,26
25082,Espot,352,326,292,225,118,107,67,34,26
25088,Estamariu,119,108,106,92,45,47,14,2,11
25085,Estaràs,160,159,154,96,68,28,58,5,1
25086,Esterri d'Àneu,756,573,515,379,138,241,136,58,183
25087,Esterri de Cardós,69,66,63,47,22,25,16,3,3
25089,Farrera,122,112,104,62,34,28,42,8,10
25908,Fígols i Alinyà,253,239,227,177,89,88,50,12,14
25092,"Floresta, La",154,144,133,106,66,40,27,11,10
25093,Fondarella,792,724,649,570,106,464,79,75,68
25094,Foradada,173,153,145,108,56,52,37,8,20
25096,"Fuliola, La",1217,1085,1011,918,582,336,93,74,132
25097,Fulleda,84,84,77,52,34,18,25,7,0
25098,Gavet de la Conca,274,259,237,197,77,120,40,22,15
25912,Gimenells i el Pla de la Font,1108,997,802,760,248,512,42,195,111
25099,Golmés,1864,1612,1484,1316,656,660,168,128,252
25100,Gósol,209,205,191,85,71,14,106,14,4
25101,"Granadella, La",728,632,605,525,379,146,80,27,96
25102,"Granja d'Escarp, La",956,771,668,631,487,144,37,103,185
25103,Granyanella,140,137,126,91,34,57,35,11,3
25105,Granyena de les Garrigues,144,126,121,97,46,51,24,5,18
25104,Granyena de Segarra,147,145,139,108,53,55,31,6,2
25109,Guimerà,270,238,226,176,139,37,50,12,32
25903,"Guingueta d'Àneu, La",298,260,240,167,90,77,73,20,38
25110,Guissona,7034,3757,3328,2797,1937,860,531,429,3277
25111,Guixers,138,130,126,75,43,32,51,4,8
25115,Isona i Conca Dellà,1028,917,868,726,368,358,142,49,111
25112,Ivars de Noguera,337,304,275,236,132,104,39,29,33
25113,Ivars d'Urgell,1557,1321,1233,1130,742,388,103,88,236
25114,Ivorra,104,100,96,81,60,21,15,4,4
25910,Josa i Tuixén,118,104,101,56,35,21,45,3,14
25118,Juncosa,393,361,333,295,134,161,38,28,32
25119,Juneda,3409,2730,2591,2403,1537,866,188,139,679
25121,Les,954,685,550,460,230,230,90,135,269
25122,Linyola,2660,2305,2114,1927,1375,552,187,191,355
25123,Lladorre,227,218,203,157,96,61,46,15,9
25124,Lladurs,179,176,169,133,75,58,36,7,3
25125,Llardecans,460,440,420,399,252,147,21,20,20
25126,Llavorsí,352,319,289,209,114,95,80,30,33
25120,Lleida,137856,109742,89120,81883,69993,11890,7237,20622,28114
25127,Lles de Cerdanya,255,243,233,157,90,67,76,10,12
25128,Llimiana,142,133,119,84,36,48,35,14,9
25129,Llobera,195,195,186,165,100,65,21,9,0
25133,Maials,931,785,757,706,435,271,51,28,146
25130,Maldà,225,216,204,160,123,37,44,12,9
25131,Massalcoreig,585,441,384,359,272,87,25,57,144
25132,Massoteres,232,185,172,118,59,59,54,13,47
25134,Menàrguens,801,677,630,573,372,201,57,47,124
25135,Miralcamp,1347,1237,1143,1070,631,439,73,94,110
25137,Mollerussa,14740,10801,9353,8348,4281,4067,1005,1448,3939
25136,"Molsosa, La",109,104,102,78,60,18,24,2,5
25139,Montellà i Martinet,554,507,449,263,126,137,186,58,47
25140,Montferrer i Castellbò,1074,892,778,587,178,409,191,114,182
25138,Montgai,635,614,584,518,328,190,66,30,21
25142,Montoliu de Lleida,469,410,389,376,216,160,13,21,59
25141,Montoliu de Segarra,190,176,168,97,64,33,71,8,14
25143,Montornès de Segarra,98,97,95,66,31,35,29,2,1
25145,Nalec,93,86,78,66,50,16,12,8,7
25025,Naut Aran,1790,1574,1178,895,470,425,283,396,216
25146,Navès,291,278,264,184,138,46,80,14,13
25148,Odèn,260,240,238,213,128,85,25,2,20
25149,Oliana,1787,1518,1364,1208,540,668,156,154,269
25150,Oliola,202,192,187,161,85,76,26,5,10
25151,Olius,961,919,849,651,253,398,198,70,42
